sentiment,airline,text
neutral,American,"@AmericanAir its only 1500 characters, i will respond via formal letter. Trust me, I have plenty to say."
negative,US Airways,@USAirways refuses to compensate passengers when inconvenienced and wouldn't even rebook me on another airline. #disappointed
negative,United,@united What does delayed due to Customer Service mean for UA761?
negative,American,@AmericanAir thanks for the DM rescheduling. Unfortunately your operations process at LAX is chaos &amp; the reps refused to print the ticket
neutral,Southwest,@SouthwestAir I am but it says yall are sold out. Me &amp; My coworkers would need to get out first available
negative,United,@united Your MileagePlus signup page is broken.
positive,American,@AmericanAir I Love American Airlines :D
positive,Delta,@JetBlue keep going back and forth with being able to board and then not. But great agents in savannah!
positive,Delta,@JetBlue Will do. Thanks!
negative,United,@united should contact me and the others on my flight who can't get their website to work. None of our info is valid! http://t.co/3zpJr7kWbk
neutral,Delta,@JetBlue my phone number when you have any news for me is (631)891-5722
negative,American,@AmericanAir your customer service is a disgrace.
negative,United,@united I would encourage you to re-interview the sole flight attendant on UAL 6166 from BUF to ORD. Blatantly not stable. Uncomfortable.
neutral,Southwest,@SouthwestAir planning a family trip to Orlando in May and trying to figure out when to book to get the best rate. Any Suggestions?
negative,American,"@AmericanAir its not that, it's the rude agent who wouldn't listen to anything I would say and it clearly fit into the sizer"
positive,Delta,@JetBlue great flight and crew! Flight 51 from BOS to MCO
negative,American,@AmericanAir this is unbelievable and unacceptable. Flight #293. JFK. Everyone at the gate is upset as most of us have been here all day.
positive,US Airways,@USAirways on Sunday! Can't wait! See you then
negative,Delta,@JetBlue I don't think I'll be testing those waters out on my own dime again.
negative,United,"@united 2/2 Instead, had to wait on plane from Ottawa that never came. Now I'm back home and have to try again tomorrow. Suitcase still lost"
negative,US Airways,@USAirways still waiting on your reps to show. Now 40 mins into waiting in below freezing weather waiting for a cab.
negative,Delta,"@JetBlue yes, they said the runway isn't ready and they're waiting for port authority to remove the snow and they are no where in sight."
neutral,Delta,@JetBlue A month ago I had a flight booked but then had to Cancelled Flight it... I'm now Flight Booking Problems a separate flight for a different occasion.
negative,United,@united an inconvenience is a weather delay. Your pilot deciding to waste enough time so the FAA wouldn't let him fly is negligence.
positive,Southwest,@SouthwestAir Well plane arrived pretty much on time and it's 68 degrees on the ground in Texas. Not much to complain about.
negative,American,"@AmericanAir, I've tried no less than 8 times today to get in touch with your service desk beginning at 8:30 EST.  I'm having no luck -help!"
negative,US Airways,@USAirways missing our connection due to delay out of @LAS. Told not looking good for tmrw either. We will be stuck in #CLT. Help!
positive,Delta,@JetBlue Finally taking off! LAS-FLL-SJU #letsgo
negative,Delta,@JetBlue can't change it. True blue points and I can't get to a phone
negative,Southwest,@SouthwestAir On hold with airline 45 min and counting. Service is terrible!
negative,United,@united - you rebooked me to UA1764 after UA 3883 was Cancelled Flightled. I paid for first class ticket - but new seat is 38E. Can you please fix!
neutral,Delta,"@JetBlue I'd like to spread my grandpa's ashes in Naples, Italy he lived in the 50's while serving his 30+ yrs in the @USNavy #FlyItForward"
negative,United,@united No. Denver said they don't handle baggage that made it to Colo. Springs.  They gave me an 800 number to call. No help there either.
neutral,United,@united We invite to Fallow @HelacoHLC learn about our activities.Prevention Programs of Health by Condom-Rito Family.We R 501(C)(3)Thanks
negative,United,@united now been on board with no movement for 25 min...wow this experience just keeps getting worse and worse
negative,American,"@AmericanAir trying to change my flight and you just hang up on ppl bc call volume is high. That's a joke, right?"
negative,Southwest,"@SouthwestAir I keep getting disconnected after choosing the option ""unused travel funds"" on your automated customer service line! SOS"
neutral,US Airways,@USAirways is there any way that you could hold flight 628 in CLT my husband is stuck in the security check line. flight scheduled for 1PM
neutral,United,@United pre-dawn flight to #miami from #EWR. Annual #SOBEWFF trip. Now.
neutral,Southwest,@SouthwestAir need to Cancelled Flight a few more can you please check DM
neutral,Southwest,@SouthwestAir Already rebooked for tomorrow. Fingers crossed!
positive,US Airways,"@USAirways Stars aligned. Connecting flight was delayed into CLT. Made it! Thanks, glad to know someone is listening. Time for 80° in MoBay!"
negative,American,"@AmericanAir jal and cathay pacific so no, I can't do it online."
neutral,United,@united keep me updated. Let me know that the bags make the flight to j-burg
positive,US Airways,@USAirways a big thanks to the gate agent flt5127..keeping us informed of the delay#greatcustomerservice
neutral,United,@united Deep Vein thrombosis
neutral,United,"@united if I had a ticket refunded which I purchased, for my brother to fly...could I then used the refunded credit for me to fly? Respond"
negative,United,"@united your service need work - check out this Bush airport ""customer service line"" last nt #unitedagainstunited http://t.co/g00sAozgtv"
positive,Delta,"""LOL you guys are so on it"" - me, had this been 4 months ago...“@JetBlue: Our fleet's on fleek. http://t.co/LYcARlTFHl”"
neutral,Delta,"@JetBlue's CEO #pilots among ardent fans, Wall Street - Poughkeepsie Journal http://t.co/zSdGzyDNDe"
positive,Southwest,@SouthwestAir SEA to DEN. South Sound Volleyball team on its way! http://t.co/tN5cXCld6M
positive,American,@AmericanAir awesome flight this morning on AA3230! Awesome crew and even landed early!
positive,Delta,@JetBlue Thanks for having us hang out at Tampa Airport forever today!!! It's really been an awesome experience
neutral,Virgin America,@virginamerica may start service to Hawaii from #SanFrancisco this year http://t.co/yPo7nYpRZl #biztravel
negative,US Airways,@USAirways yeah you guys just told me to call the website that I booked from. I booked on your website. UNACCEPTABLE
negative,United,@united lax29108m make it happen please else on a cruise with no luggage tomorrow
positive,United,@united  thank you for a great flight in gfc :) Cheers http://t.co/nvLnGLnMGN
negative,United,"@united I requested an online refund option they denied saying the ticket was used, hope they understand the problem from your approach"
negative,US Airways,"@USAirways to CLT from JFK nasty planes, dirty seats &amp; floors, rude flight attendants- hopefully AA can get you cleaned up #disgusting #vile"
positive,Delta,"“@JetBlue: @Ruth_Slobodin Why not? We'd sure love to see you, Ruth! #JustDoIt #YouKnowYouWantTo ;)” you know me too well 💘"
neutral,United,@united Doesn't have to be same flight 2 and 2 will work also
neutral,Delta,@JetBlue is yr site having trouble for mobile check in ?
negative,US Airways,@USAirways looking forward to waiting on hold for 9 hrs to reschedule my flight.  Bunch of idiots work for this airline.
negative,Delta,@JetBlue trying to charge us $550 dollars cash for tickets we paid for months in advance #isthisreal #nevertoldus #jetblue #NeverAgain
negative,American,@AmericanAir I still can't get through to change my flight. This is really important plz help!
negative,Southwest,@SouthwestAir rocks - @AmericanAir horror
positive,United,@united I hope so too :)
negative,Delta,@JetBlue thanks for making my vacation not worth it again... Currently waiting on the runway for another hour to DEPLANE
negative,United,@united I will not be flying you again
positive,United,@united follow me please this airline is beautifull ♥
negative,United,@united Yes. Doesn't make that mistake any less absurd. Doesn't change the fact that I'm very inconveniently missing my luggage tonight.
negative,US Airways,@USAirways this is going to take up to an hour--not okay USAir. Not okay. This is ruining everything.
positive,United,@united will do. Thanks for the help. Cheers
positive,United,@united I just received notification of in-flight Wi-Fi for UA863 from @flySFO to @SydneyAirport. Amazing!
negative,US Airways,"@USAirways after 2 hrs of trying to reach real human, finally did and been on hold for 1:36 hrs for out of synch reservation."
neutral,Virgin America,@virginamerica Any way to change from Main Cabin to Main Cabin Select (on same flight) without paying a change fee penalty?
negative,American,@AmericanAir please improve business extra flight reservation process. can't book online?  what century are we in? 25 min+ on hold
positive,American,@AmericanAir Shout-out to all the ground crews working in the cold! Thanks for what y'all do. (&amp; social media team for customer service)
negative,US Airways,@USAirways pullin some sh** delaying flights again... Smh @OBJ_3 http://t.co/Av2rfFHMcV
negative,US Airways,"@USAirways I'm sure the people are working very hard, but the systems should assist with IVR prompting, offering call backs, hold wait times"
negative,United,"@united @annricord 0162431184663.
3 of your agents said we would be refunded. Agents said United should never have sold us the ticket."
positive,American,"@AmericanAir 
I still think American Airlines is great...I would just like to be treated better. Loyal customers first, right?"
neutral,US Airways,@USAirways But good luck getting there! Not cool.
negative,US Airways,@usairways Thx for responding :) When bags came there was mad rush towards end of jetway—why not just put thru baggage claim?
negative,US Airways,@usairways  this is ridiculous at CLT  and we missed our connecting flight because of a chuckhole  on runway??  #shameful (1/1)
negative,US Airways,"@USAirways the fact that you are making customers pay $15 to ""choose"" a seat and try to convince them using psychological tricks with colors"
negative,United,@united no they did not want to deliver at my house. Had to go to sombrons else house
neutral,US Airways,@USAirways thank u i wiil write after call  travel agency
negative,United,@united I want my bags. There is vital equipment in there. You are royally screwing me. I'm cranky and want an update.
negative,United,@united I hope not to see the same issue on my return flight tomorrow
positive,United,@united just sent - thank you!
neutral,United,"@united Okay, just requested to follow."
negative,United,"@united Poor cabin luggage service on UA1266 to BOS, I was forced to check in even when there was empty space for bags in the overhead!"
positive,United,@united sent you my confirmation via DM. Thank you very much
negative,United,"@united no, it was 2 flight Cancelled Flightlations (one due to weather, one mechanical) paid own hotel, bag held in transfer. No voucher/compensation"
negative,American,@AmericanAir I have a ticket that has been pending for 4 days. Is it normal to take that long?? I want to make sure there isn't a problem.
negative,American,"@AmericanAir After being patient about my ""delayed"" bags for 5 weeks, I was told that it could take another 3 to 5 weeks. Unacceptable!"
neutral,Virgin America,👍👍✈️✈️💗 When are you guys going to start flying to Paris? @VirginAmerica: @LizaUtter You're welcome.”
positive,United,@united you have the nicest gate attendant at Newark airport gate 101 right now. Multiple delays and she is still pleasant with everyone.
negative,US Airways,"@USAirways 1st a Late Flight plane, then missing flight crew, then maintenance problems, gates switched 4 times. You call this customer service??"
negative,United,@united Male agnt in LAS threatens Canadian cust when cust takes pic of him at gate after agents announce can't help rebook. #friendlyskies?
negative,Delta,@JetBlue oh right! Me and hundred people arrived back to the same gate we left minutes ago in SDQ http://t.co/7gB0hgW51t
positive,Southwest,@SouthwestAir thank you! DMing now.
positive,US Airways,@USAirways - done :)
neutral,Delta,@jetblue who's running your tweeter using the word fleek?
negative,United,@united why haven't you updated that flight 4411 is delayed? Super frustrating
neutral,Delta,@JetBlue how can we get help with a hotel we booked with you and are having issues with.
negative,Delta,@JetBlue why is t that every time I fly jfk even more speed doesn't work waiting for 10 min #nogood
negative,United,"@united You can't control turbulence, but you can control customer experience, lot of scared people up here."
negative,US Airways,@USAirways First class no snack basket was catered so drinks only No preflight drink or coathanging 1st drink service 50 min after take off
negative,American,@AmericanAir Also Agent not aware clearly of http://t.co/FWKJ49B1LE
negative,United,@united - you sure missed the mark on tonight's redeye from LAX to Chicago. What a mess! You can do better!
neutral,US Airways,@USAirways yes - tells me the only way to mod plans is to call the 4322 number.
negative,American,"@AmericanAir I fail to see how telling a caller that a bag may take ""18 hours"" to get from JFK to Brooklyn is ""the best we can"""
negative,American,"@AmericanAir If you care, could you have someone call me to explain what is going on."
positive,United,"@united finally made it to rep, who solved my problem."
neutral,Delta,@JetBlue BOS to DCA 1098 at 7:16 pm.
positive,United,@United I'd like to thank and recognize Terri P at Dulles for going out of her way to get me back on my Raleigh flight
negative,American,@americanair thanks for no fresh food on my cross country flight and for making my connection so close No time to eat. TPA-DFW-LAX
positive,Delta,"Hey @JetBlue, that's a sexy tattoo you got there on your left engine. #Jetbae http://t.co/Ox4w6KtsGI"
negative,United,@united of course I did. The bag should be here by now :( #frustrated
negative,American,@AmericanAir none of your sample itineraries can actually be booked http://t.co/mF7rABGn8a Every last leg back to US says invalid
negative,US Airways,@USAirways talked to Supervisor Jeanine and she couldn't help me. 45 minutes of talking to her and nothing.
neutral,United,@united DM'ed you
negative,American,@AmericanAir still waiting for a flight... I should get my money back
negative,United,@united Couldn't use the confirmed upgd cert you gave me b/c you decided to sell anyone a biz seat for $299. Why do you bother giving them?
neutral,Delta,"@JetBlue I understand delays.  We are all looking at a tv monitor at ur gate and it says current conditions are snow, hence delay."
neutral,Delta,@JetBlue rocking the Tim McGraw hold music
positive,American,@AmericanAir Thanks for sharing these photos! Round of applause for your crews! We appreciate all their hard work.
neutral,Delta,@JetBlue would a storage container like this green one be acceptable to check in with luggage? 18Gal totes http://t.co/mJtK2SFuhG
neutral,United,"@united I haven't booked yet, I'm asking before I book"
positive,Delta,@JetBlue thanks so much!! ❤️✨ very relaxing flight!
negative,United,"@united when I read it say ' in some cases' can you please define this for me, when for example would it not be the case?"
negative,United,@united any chance you could help rebook?? My flight Cancelled Flightled
negative,US Airways,@USAirways have been waiting in an airplane for a total of 3 hours to take off between 2 flights today...this usually doesn't happen...
negative,Delta,@JetBlue But jet blue had Cancelled Flighted my ticket &amp; never reissued it.
positive,American,@AmericanAir Thank you so much.
negative,Southwest,"@SouthwestAir Please get back with my about my airtran credit Q4VNMB, I call and I'm being told that I will, but I never get email/call back"
neutral,Southwest,@SouthwestAir DAL is due for sleet Sun. eve-didn't see it listed for cities that can re-book?  Fly to DCA at 8:10
positive,Southwest,"@SouthwestAir Katie, Gate C47, Denver International, fantastic customer service helping me and 2 new flyers; thx for amazing staff!"
negative,American,@AmericanAir I'm still on hold if you're wondering...  4 hours 37 minutes and counting.  #ServiceFail #OnHoldForever #Suboptimal
negative,United,@united 16 days for one flight and 8 for the other (roundtrip).
negative,American,@AmericanAir really
neutral,United,@united any chance flight 3745 is being delayed??  nervous about driving to DFW in this weather to drop off my brother
negative,American,@AmericanAir  flight from DFW to LIT tomorrow has been Cancelled Flightled.  What do I do next?  Pls advise.  #HELP
neutral,Virgin America,@VirginAmerica has flight number 276 from SFO to Cabo San Lucas arrived yet?
positive,Southwest,@SouthwestAir got it taken care of! thank you &lt;3
neutral,United,@united  @DENAirport United 787 in snowy Denver. http://t.co/w1AaKJumXA
neutral,Southwest,@SouthwestAir iiiii need help with my flight schedule!!! haha
negative,US Airways,@USAirways i have been trying ALL WEEK to book a multi city award trip (can't book online) I'm told to call back some other time. What?!?
negative,Southwest,"@SouthwestAir Officially a customer support game of wills... 2hr30 on hold... Who's the loser here? Oh yeah, that's me."
negative,US Airways,@USAirways And how do you only have 1 agent at PHX customer service desk when an hour ago the line was over 100 people long?
neutral,United,"@united Is there a way to get  a copy of Feb's edition of Hemisphere
magazine with out flying?"
negative,Southwest,@SouthwestAir waited 34 mins for baggage MDW&gt;MEM and the in-flight service was suspended so no drink 😕
neutral,Delta,"@JetBlue Flight 1133 (N353JB) ""Blue La La"" departs @mco enroute to San Juan International Airport http://t.co/SWZm2fX3nu"
negative,United,@united - please help regarding PNR A3ZZ0F. Why am I now waitlisted for a flight?
neutral,Southwest,@SouthwestAir will the Daytona 500 be available on free TV?
negative,American,@AmericanAir why is there only one checkpoint open at JFK terminal 8? Ridiculous.
negative,United,@united the people at the counter have been very helpful. As you can see nobody is there. Flight to Austin 10:55 and still sitting here.
negative,American,@AmericanAir hi we have lost and found solution we want to offer for free to assist with contacting people when items are found
neutral,US Airways,@USAirways US 728 stated their issues as: kept plane on ground to allow connecting passengers from other flight to board. Fine. Understand.
negative,US Airways,@USAirways and apologies are thin when you don't even offer hotel vouchers to your stranded customers.
negative,Delta,"@JetBlue flight was Cancelled Flighted. Do I need to file a claim for the $50 credit I'm entitled to per yr bill of rights, or will it just be issued?"
neutral,Southwest,@SouthwestAir App Updated With #Passbook Support http://t.co/WrWqrUblPs via @ubergizmo
negative,United,"@united typical caned response from UA, fix your crappy performing, last placed/ranked airline in this century!"
negative,American,"@AmericanAir why do #exp members have to wait ""over 2 hours"" to speak with an operator? Surely this is a mistake?"
negative,United,"@united is that all that matters, not the fact that we're at a different destination, we were put through a tremendous amount of stress,"
negative,Virgin America,"@VirginAmerica hi! I just bked a cool birthday trip with you, but i can't add my elevate no. cause i entered my middle name during Flight Booking Problems 😢"
negative,Delta,@JetBlue luggage fees? won't b flying JB again! at least #AA gives platinum pass 2 bags! tired of overchging bg herded like cattle2slaughter
positive,American,"@AmericanAir Yes, thank you. Just not how I wanted to start my vacation!"
negative,Delta,@JetBlue glad u happy I have my bag but as a traveler I entrusted u w/ my property &amp; u return it damaged &amp; that's the best answer u have?
neutral,Delta,@JetBlue knew that ... has to be done at the Gate correct? If so what time does gate open
negative,United,"@united please explain why I need to pay bag fees twice, equally $1200, because a delayed flight resulted in bags being rechecked overnight?"
negative,American,@AmericanAir Who do I report missing baggage to when baggage claim leaves before midnight?
negative,Delta,@JetBlue it was but obviously it wasn't linked as there is nothing there when I tried to book with it.
negative,American,.@AmericanAir how about connecting me with a customer service rep? I'd rather speak to a person than a computer. Thanks!
negative,US Airways,@USAirways abandoned 40 Boston bound fliers...someone in management needs to #saveface and #showup
negative,Southwest,@SouthwestAir baggage woman said it was in Blatimore and would be on a plane this morning. Now they can't find it. WTF!???
positive,Delta,"@JetBlue no, they're too busy being awesome and trying to get us out ASAP. I'll deal."
neutral,American,@AmericanAir Thanks so much!
neutral,American,@AmericanAir @HeyMyNameIsSEAN Sean if you look at the AA schedule it sometimes gives you a clue if new'airplanes are used. They are gr8
negative,United,@united no my concerns were not addressed
negative,Southwest,@SouthwestAir I was on hold for two hours and finally hung up. I was able to do what I needed to without customer service eventually.
negative,US Airways,@USAirways flight 4524  first a 2 hour wait for a deadhead crew  then deadhead crew takes overhead bin space paying customers annoyed
negative,American,@AmericanAir  Did you guys just give up helping people? Your phone tree just hangs up on me and I have a flight tomorrow. Connection pending
negative,American,@AmericanAir can you please help? you've now rebooked me incorrectly after flight was Cancelled Flightled. please fix my flt to Tuesday!!
negative,United,@united computers are down but you stopped giving updates and took my flight info off the app. That's just ridiculous keep people updated!
neutral,United,@united UA1469. Just landed.
negative,US Airways,@USAirways I called the number and they said no one is available to take my call...guys this is insane
negative,United,@united flight just Cancelled Flightled. This is ridiculous
negative,US Airways,"@USAirways I'm delayed in TYS #5015, likely gonna miss my connection in CLT to CUN. Gotta get there today. Can you help me?"
negative,American,@AmericanAir ... Do I have to even say anything?  Over 6 hours on hold... No one has ever sucked as much as you. http://t.co/NcrMqIBIWo
neutral,American,@AmericanAir You guys are the talk of the Americans down here in Ecuador! Read this! https://t.co/5ON3KlzVMT
negative,US Airways,@USAirways spent 1.5 hours in line trying to get on a flight home tonight only for it to be Cancelled Flightled an hour Late Flightr. Not even snowing at DCA
negative,US Airways,@USAirways been on hold for 45 minutes. Is there a better time to call? This is getting ridiculous
negative,US Airways,@USAirways Like I thought this was America.  When did US Airways start operating under the rules of communist Russia?
positive,Southwest,@SouthwestAir thank you!!! #bringbacktheluvtordu #miami #directflights
neutral,Delta,“@JetBlue: Our fleet's on fleek. http://t.co/3Ltx7JKBo9” is fleek dead yet now?
negative,US Airways,@USAirways Thank you glad to be home. There were lots of delays with the plane and flight crew didn't show up. It was very frustrating.
negative,American,@AmericanAir You don't care about keeping your customers safe or at least you didn't care about my sister
neutral,Delta,"@JetBlue Hello Good afternoon how are you, I need know how much flying for summer from june 13th."
negative,US Airways,"@usairways you made us miss our flight, first class now I can't even enter the admirals club.  Not happy  dm me to fix this."
neutral,US Airways,@USAirways what's going on with passengers diverted to CLT on FLL to PHL flight that left at 830 tonight?
negative,Delta,"@JetBlue My mother had overheard a personnel ask the attendant if ""the passengers really knew what was going on"" and the attendant said no."
positive,Southwest,@SouthwestAir  thanks for adding passbook ability! Hopefully we can do group passbook tickets in the future somehow.
negative,US Airways,@USAirways Hi. I'm in LGA but my luggage is in CLT. Have been told to come back tomorrow to collect. Do you guys want to cover my taxi fare?
positive,US Airways,@USAirways owes Tammy from the Winston-Salem call center for keeping me as a customer!
neutral,United,@united we need a new flight to Tucson
negative,Southwest,@SouthwestAir tried to rebook online but it says that I have to pay $200 for difference in price. Please help
negative,Delta,@JetBlue Appreciate the heads up at 10:45 that my 11am flight was delayed bc the crew is stuck in Boston #communicationFAIL #dobetterJetBlue
negative,US Airways,"@USAirways my flight was Cancelled Flightled yesterday and moved to today, then while at my stop in DC my flight is delayed due to lack of crew US4485"
negative,US Airways,"@USAirways 3+ hours on hold... oh, wait, for less than 5 minutes a useless CSR talked to me and put me back on hold for the last 30 minutes."
neutral,Delta,@JetBlue well duh. My grandfather just got hired as a TSA agent and currently at PWM!
positive,American,@AmericanAir Thanks so much!
negative,US Airways,@USAirways NOW they're not even accepting calls AT ALL! Come on.
positive,United,@united a big thanks to ^MN and ^KN or patiently clarifying the United domestic world to me.
negative,United,"@united Just got demoted from Gold cuz my hubby got 100% of the PQD, tho there were enuf $ spent for 4 Golds.#spousal.discrimination/angry."
negative,United,@united mechanical issues causes delay and connecting plane at ORD only needed to wait 10 min for them. Refused and left early instead. Wtf
negative,United,@united b/c of your delay now you are oversold by 14 passengers?!??? This is a mess! What are you going to do to compensate?
neutral,United,@united where is my flight voucher?
neutral,Virgin America,@VirginAmerica how come ABC is the only one of the network channels you don't have?
negative,American,@AmericanAir Is large Wichita Falls Airport not receiving any arrivals? I have called and no one answers. I been waiting for 1 day
negative,United,"@united even after running to gate from your connecting flight, your customer service not let us in the plane that was just parked. Stranded"
neutral,United,@united I'll be calling tomorrow
negative,American,@AmericanAir you have let me down. Seriously. #unhappycustomer
neutral,American,@AmericanAir On flt 1627 from DFW to FAT on 2/23 and it was 86'd. Can you rebook me on the 1359 flight tonight? Can't get through on phone.
negative,United,@united yes refund my ticket and give me email address to let u know what happened
positive,US Airways,"@USAirways #success made flight , please thank the crew of 556 great time recovery"
negative,US Airways,@USAirways Your policy needs a serious revision for babies.  Fortunately I have choices and choose @Southwest from here on out.
negative,American,"@AmericanAir arrived +-10pm eastern. Had to deplane on the CRJs airstairs to an icy Tarmac. Valet bags sent to carousel, so it was 10:20pm."
negative,American,"@AmericanAir Well if you won't let me handle my reservation/change online, &amp; your Reservation call # hangs up on me wtf do I do?? Bullshit."
neutral,Southwest,@SouthwestAir Hi there! I just got my known traveler# and would like to add it to a flight that I already purchased. What's my best option?
negative,US Airways,@USAirways likelihood of PHL to BDL actually leaving tonight? 2 hour delay so far!
negative,United,Really? 9+hours???? @united: @JenniferWalshPR We don't like delays and do all we can to avoid them. We'll have you on your way ASAP
negative,United,@united not sure why the people in row 7 that paid for a premium seat can't use their overhead space... http://t.co/i9s86KiHge
neutral,United,@united why not? Is it a law or a policy?
negative,American,@AmericanAir just wow Regina just told me I can't file or request a lost bag statement until I finish my travel.  So until I get to DC argg
negative,American,@AmericanAir  your customer service is deplorable. I am disgusted in your company and the ignorant people on the phones for lost baggage.
neutral,American,"@AmericanAir Yes, thanks I found those, didn't see the gray tab at first :)"
negative,United,@united 777 from SFO to HNL with ZERO entertainment systems???!!!#youareonyourown
negative,American,@AmericanAir and just bad cs! I will be back on @JetBlue  at least when you stuck they look out for you and apologize for any trouble
negative,US Airways,"@USAirways so i ask for ice and the attendant snaps ""i dont have ice on this cart"" not 5 min Late Flightr 2 cups of ice to the people 2 rows ahead."
negative,American,"@AmericanAir @praywinn between understaffing, what looks like a labor slowdown, weather, incompetence, and disregard for the customer..."
negative,United,@united still waiting 4 our bags. Web STILL can't tell me its location . How come @UPS @FedEx can tell u at any given minute where it is?
neutral,Delta,@JetBlue Can't view seat selection/change seat for flight tomorrow. Can you look into this?
negative,Delta,.@JetBlue this is enough for me to stop flying JetBlue.
neutral,United,@united download jeokoo the American app for air travelers
neutral,Virgin America,"@VirginAmerica ""You down with RNP?"" ""Yeah you know me!"""
neutral,US Airways,@USAirways How will I change it?
negative,United,@united no u don't
negative,US Airways,"@USAirways Paid for a Choice Seat my Choice is to NOT have big man next to me in my seat, too. #oldseatnocushion #worstflight #nohelponboard"
negative,US Airways,@USAirways forgot to call in the copilot so we're stuck on the plane in PHL. Looking fwd to being stranded in CLT. Day 2 of flight fails.
neutral,United,@united its available online I just can't figure out how to do it to guarantee same flight
negative,Southwest,@SouthwestAir flight to San Diego is delayed per usual.. take me home!
negative,US Airways,@USAirways I will. Is it down or is just me?
negative,Southwest,@SouthwestAir you have let me down! #oversold #earlybirdmeansnothing
neutral,United,"@united The guidelines say 10x9x17, my bag is 20x15.7x8.7, so it's a bit taller than the guidelines. Is that gonna be a problem?"
negative,Delta,@JetBlue you quite possibly ruined my entire first day in South Florida bc of your disorganization. #GetItTogether
negative,Delta,"@JetBlue I know, but I wanted to pass it along. Not good for the ""T5 experience"" esp for someone who flies 2-3 times a month."
negative,American,@AmericanAir work would be much better with my lesson plans and music for my classes today.
neutral,Delta,@JetBlue  I see my flight from Boston to Pitts is ok from this afternoon. Did you have any delays for the morning flight?
negative,US Airways,@USAirways missing my reservations due to a Cancelled Flightled flight. Make it right by giving me first class tomorrow. Make your customers happy.
negative,Delta,"@JetBlue = WORST. Booked in Oct. w/ email confirm &amp; NEVER INFORMED Cancelled Flightlation. Instructed ""to mail written letter"" http://t.co/c7Kzbvf8h8"
positive,Delta,@JetBlue Done! Also looks like you opened some up on my flight to Vegas on Sunday! 💙
negative,Southwest,@SouthwestAir- is new #MKT strategy to be average like all the rest? #whathappend? RR Points Devalued- AGAIN -http://t.co/mDbDYomrs7
negative,United,@united As a Million Miler I've been delayed plenty. NEVER in the amateurish way@SilverAirwsys does it. I'd be embarrassed to be affiliated.
negative,American,@AmericanAir they don't even give an option to hold.. Just say lines are busy Plz try Late Flightr
negative,United,@united kind of unnerving to watch the guy deicing your plane text on his phone the whole time http://t.co/QdXfT9qqT9
neutral,US Airways,"@USAirways I'm referring to email like this.  Just tell people when they GET the upgrade. Otherwise, we know already. http://t.co/N8UvCLMADA"
negative,US Airways,"@USAirways husband tried to use dividends &amp; companion fair for emergency, transferred &amp; put on hold for over two hours gave up #disappointed"
negative,US Airways,@USAirways Good grief! Flight Cancelled Flightled. Been on hold since 0400.
negative,American,@AmericanAir  we are going to the police dept due to the sexual assult that your stewardess allowed to occur and your lack of concern
negative,Southwest,"@SouthwestAir Repeating this is policy is basically repeating ""Fuck you"" to your customers. I'll be shopping for a new airline ASAP"
negative,US Airways,@USAirways My brother &amp; his family stranded in CLT tonight bc gate E36 agent wouldn't hold plane for two minutes. Now driving in bad weather
negative,American,"@AmericanAir how about a reservation phone system that actually works? You know the 800 number is unreachable? Callbacks are ""dead air""."
negative,United,@united you'd learn if you listen to your customers...you do want you want...@VirginAmerica asks their customer what they want
neutral,Delta,@JetBlue tell the truth - this is a pic of your social media community managers isn't it? http://t.co/e2AXlqzWvh
negative,Delta,@JetBlue there were seats but after waiting on hold for 20 minutes they were gone-now she has to stay another night in charleston-very pricy
negative,American,@AmericanAir  many have missed connections already b/c of delayed flight which will finally board soon
negative,US Airways,@USAirways with such disrespect I cannot even begin to explain. He has an issue with women and he literally yelled at me and pulled me off
negative,Southwest,"@SouthwestAir too bad I'm getting this memo: ""Your reservation contains modifications that prevent you from changing it online."" #FUSTURATED"
negative,United,@united I've been waiting on my bag in IAH for 45mins.  They're only 4 freaking people on that flight waiting for bags.  Fix this!!
negative,American,"@AmericanAir The Wichita Falls Airport is the worst, will never fly in or out again.  Unknowledgeable staff."
negative,US Airways,"@USAirways And also, it's great that you tweet @ complainers, but what about the in-person help when I need it? Robyn F. in Manch = useless."
negative,United,@united #unitedairlines so is it 6:20 pm or 12:20?   ORD ABQ 3709.   I can't even take a walk without missing a change.
negative,Delta,Made it to #Costa #Rica and back @JetBlue Missing it already!  #Pura #Vida!
negative,United,@united ...just called and lady at your overseas call center said she saw no note. I explained the situation...again...
positive,Delta,@JetBlue nothing but praise for you helping our lady make her flight to CHS tonight!  #impressed
neutral,American,@AmericanAir followed!  Sure hope you can help!
negative,Southwest,"@SouthwestAir your ""complimentary"" hotel vouchers are BS! $79 a night for the crappiest hotel ever! I wouldn't wish this on my worst enemy!"
positive,Southwest,@SouthwestAir Glad it was finally resolved too. Too bad I can't get a free voucher to go with mine so I can have a friend travel next time!
negative,Delta,@JetBlue didn't find them unfortunately :( but he was very helpful and took down my info incase they do get found
positive,Southwest,@SouthwestAir Thanks for helping my mom after @allegiantair wouldn't let her get on her plane in Orlando! You're the best! #customerservice
positive,American,"@AmericanAir Thank you for the response, we got it resolved at the counter."
negative,US Airways,@USAirways my number is 214-725-1966.  CANT WAIT...LOL #usairsucks
negative,US Airways,@USAirways please secure the 'footrest' shelf' in business class on A330 airplanes!!! http://t.co/ZL4bVEXmcJ
negative,US Airways,@USAirways care to elaborate on why CHA to DCA is Cancelled Flightled this evening?
